,Civilité,Year,Type,section,Nationalité,ISO_code
58009,Miss,2017-2018,Bachelor,Architecture,Swiss,
58010,Miss,2017-2018,Bachelor,Physics,Swiss,
58011,Mister,2017-2018,Bachelor,Life Sciences and Technologies,French,
58012,Mister,2017-2018,Bachelor,Physics,Swiss,
58013,Mister,2017-2018,CMS,CMS,Swiss,
58014,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58015,Mister,2017-2018,Bachelor,Architecture,Swiss,
58016,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58017,Miss,2017-2018,Bachelor,Architecture,Swiss,
58018,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,French,
58019,Mister,2017-2018,Bachelor,Communication Systems,Swiss,
58020,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58021,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58022,Mister,2017-2018,Bachelor,Physics,Swiss,
58023,Miss,2017-2018,Bachelor,Mathematics,Swiss,
58024,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,Swiss,
58025,Mister,2017-2018,Bachelor,Materials Science and Engineering,Swiss,
58026,Miss,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58027,Miss,2017-2018,Bachelor,Architecture,Swiss,
58028,Mister,2017-2018,Bachelor,Physics,Swiss,
58029,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58030,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58031,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58032,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,Swiss,
58033,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58034,Mister,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58035,Mister,2017-2018,Bachelor,Microengineering,Portuguese,
58036,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58037,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58038,Mister,2017-2018,Bachelor,Microengineering,Italian,
58039,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58040,Mister,2017-2018,Bachelor,Computer Science,French,
58041,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58042,Mister,2017-2018,CMS,CMS,Swiss,
58043,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58044,Mister,2017-2018,Bachelor,Communication Systems,Swiss,
58045,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58046,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58047,Mister,2017-2018,Bachelor,Architecture,Romanian,
58048,Miss,2017-2018,Exchange,Mathematics,British,
58049,Mister,2017-2018,Bachelor,Architecture,Swiss,
58050,Miss,2017-2018,Bachelor,Architecture,Swiss,
58051,Mister,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58052,Mister,2017-2018,Bachelor,Mechanical Engineering,Spanish,
58053,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58054,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58055,Mister,2017-2018,Bachelor,Physics,Swiss,
58056,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58057,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58058,Miss,2017-2018,Bachelor,Microengineering,Swiss,
58059,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58060,Mister,2017-2018,Bachelor,Physics,Romanian,
58061,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58062,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Ugandan,
58063,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58064,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58065,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58066,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58067,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58068,Mister,2017-2018,Bachelor,Physics,Swiss,
58069,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Swiss,
58070,Miss,2017-2018,Bachelor,Architecture,Swiss,
58071,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58072,Mister,2017-2018,Bachelor,Microengineering,Chinese,
58073,Mister,2017-2018,Bachelor,Architecture,Swiss,
58074,Mister,2017-2018,CMS,CMS,Swiss,
58075,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58076,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58077,Miss,2017-2018,Bachelor,Mathematics,Swiss,
58078,Miss,2017-2018,Bachelor,Civil Engineering,Italian,
58079,Mister,2017-2018,Bachelor,Physics,Swiss,
58080,Mister,2017-2018,Bachelor,Architecture,Swiss,
58081,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58082,Mister,2017-2018,Bachelor,Physics,Swiss,
58083,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Japanese,
58084,Mister,2017-2018,Bachelor,Mathematics,Swiss,
58085,Mister,2017-2018,CMS,CMS,Swiss,
58086,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58087,Mister,2017-2018,Bachelor,Communication Systems,Swiss,
58088,Miss,2017-2018,Bachelor,Physics,Swiss,
58089,Miss,2017-2018,CMS,CMS,French,
58090,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58091,Mister,2017-2018,Bachelor,Physics,Swiss,
58092,Mister,2017-2018,Bachelor,Architecture,French,
58093,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58094,Mister,2017-2018,CMS,CMS,Spanish,
58095,Mister,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58096,Mister,2017-2018,Bachelor,Physics,Swiss,
58097,Mister,2017-2018,CMS,CMS,Swiss,
58098,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58099,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58100,Mister,2017-2018,CMS,CMS,Swiss,
58101,Miss,2017-2018,Bachelor,Architecture,Swiss,
58102,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Swiss,
58103,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58104,Miss,2017-2018,Bachelor,Mathematics,Swiss,
58105,Mister,2017-2018,Bachelor,Physics,German,
58106,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,Portuguese,
58107,Mister,2017-2018,CMS,CMS,Swiss,
58108,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58109,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58110,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58111,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58112,Mister,2017-2018,CMS,CMS,Swiss,
58113,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58114,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58115,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58116,Mister,2017-2018,Bachelor,Civil Engineering,French,
58117,Mister,2017-2018,Bachelor,Architecture,Swiss,
58118,Mister,2017-2018,Bachelor,Architecture,Swiss,
58119,Mister,2017-2018,Bachelor,Life Sciences and Technologies,French,
58120,Mister,2017-2018,CMS,CMS,Swiss,
58121,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58122,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58123,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Swiss,
58124,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58125,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58126,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58127,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58128,Miss,2017-2018,Bachelor,Mathematics,Swiss,
58129,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58130,Miss,2017-2018,Bachelor,Civil Engineering,Swiss,
58131,Mister,2017-2018,Bachelor,Physics,Swiss,
58132,Mister,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58133,Mister,2017-2018,Bachelor,Mathematics,Swiss,
58134,Miss,2017-2018,Bachelor,Computer Science,Swiss,
58135,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Swiss,
58136,Mister,2017-2018,Bachelor,Architecture,Swiss,
58137,Mister,2017-2018,Bachelor,Materials Science and Engineering,Swiss,
58138,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58139,Miss,2017-2018,Bachelor,Chemistry and Chemical Engineering,Swiss,
58140,Mister,2017-2018,Bachelor,Mathematics,Swiss,
58141,Mister,2017-2018,Bachelor,Microengineering,German,
58142,Mister,2017-2018,Bachelor,Architecture,Swedish,
58143,Miss,2017-2018,Bachelor,Architecture,French,
58144,Mister,2017-2018,Bachelor,Architecture,Swiss,
58145,Mister,2017-2018,Bachelor,Physics,Swiss,
58146,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58147,Mister,2017-2018,Bachelor,Physics,Swiss,
58148,Mister,2017-2018,Bachelor,Architecture,Swiss,
58149,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58150,Mister,2017-2018,Bachelor,Physics,Swiss,
58151,Miss,2017-2018,Bachelor,Architecture,Swiss,
58152,Mister,2017-2018,Bachelor,Microengineering,French,
58153,Miss,2017-2018,Bachelor,Architecture,Swiss,
58154,Miss,2017-2018,Bachelor,Microengineering,Swiss,
58155,Miss,2017-2018,Bachelor,Computer Science,Belgian,
58156,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,Bolivian,
58157,Miss,2017-2018,Bachelor,Architecture,Swiss,
58158,Miss,2017-2018,CMS,CMS,Tunisian,
58159,Miss,2017-2018,Bachelor,Mechanical Engineering,French,
58160,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58161,Miss,2017-2018,Bachelor,Computer Science,Swiss,
58162,Miss,2017-2018,Bachelor,Chemistry and Chemical Engineering,Ukrainian,
58163,Miss,2017-2018,Bachelor,Physics,Belgian,
58164,Mister,2017-2018,Exchange,Physics,Portuguese,
58165,Mister,2017-2018,CMS,CMS,American,
58166,Mister,2017-2018,Bachelor,Architecture,Swiss,
58167,Mister,2017-2018,Bachelor,Materials Science and Engineering,Swiss,
58168,Miss,2017-2018,Bachelor,Life Sciences and Technologies,French,
58169,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,American,
58170,Mister,2017-2018,Bachelor,Architecture,Swiss,
58171,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58172,Mister,2017-2018,CMS,CMS,Turkish,
58173,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58174,Mister,2017-2018,Bachelor,Architecture,Swiss,
58175,Mister,2017-2018,CMS,CMS,Swiss,
58176,Mister,2017-2018,Bachelor,Communication Systems,Algerian,
58177,Mister,2017-2018,Bachelor,Computer Science,French,
58178,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58179,Miss,2017-2018,Exchange,Environmental Sciences and Engineering,Swiss,
58180,Mister,2017-2018,CMS,CMS,Cypriot,
58181,Mister,2017-2018,Bachelor,Computer Science,Egyptian,
58182,Mister,2017-2018,Bachelor,Computer Science,French,
58183,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,French,
58184,Miss,2017-2018,CMS,CMS,Swiss,
58185,Miss,2017-2018,Bachelor,Life Sciences and Technologies,French,
58186,Miss,2017-2018,Bachelor,Architecture,Swiss,
58187,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58188,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Norwegian,
58189,Mister,2017-2018,Bachelor,Communication Systems,Moroccan,
58190,Miss,2017-2018,Bachelor,Chemistry and Chemical Engineering,French,
58191,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58192,Mister,2017-2018,CMS,CMS,Brazilian,
58193,Mister,2017-2018,Bachelor,Mechanical Engineering,Egyptian,
58194,Mister,2017-2018,Bachelor,Microengineering,German,
58195,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58196,Mister,2017-2018,Bachelor,Life Sciences and Technologies,French,
58197,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58198,Mister,2017-2018,Bachelor,Electrical and Electronics Engineering,Swiss,
58199,Miss,2017-2018,Bachelor,Physics,Swiss,
58200,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58201,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,French,
58202,Mister,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58203,Mister,2017-2018,Bachelor,Physics,Congolese,
58204,Mister,2017-2018,Bachelor,Chemistry and Chemical Engineering,British,
58205,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58206,Mister,2017-2018,Exchange,Civil Engineering,Austrian,
58207,Mister,2017-2018,Exchange,Physics,Chinese,
58208,Mister,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58209,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58210,Mister,2017-2018,Master,Nuclear engineering,Swiss,
58211,Mister,2017-2018,Bachelor,Life Sciences and Technologies,French,
58212,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58213,Miss,2017-2018,Master,Nuclear engineering,Swiss,
58214,Mister,2017-2018,Master,Nuclear engineering,Croatian,
58215,Miss,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58216,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58217,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Cuban,
58218,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Spanish,
58219,Miss,2017-2018,Bachelor,Environmental Sciences and Engineering,Swiss,
58220,Miss,2017-2018,Exchange,Environmental Sciences and Engineering,German,
58221,Miss,2017-2018,Master,Nuclear engineering,Italian,
58222,Mister,2017-2018,Exchange,Materials Science and Engineering,Canadian,
58223,Miss,2017-2018,Bachelor,Mechanical Engineering,Swiss,
58224,Mister,2017-2018,Bachelor,Life Sciences and Technologies,French,
58225,Mister,2017-2018,Bachelor,Mathematics,French,
58226,Mister,2017-2018,Bachelor,Civil Engineering,British,
58227,Mister,2017-2018,Bachelor,Computer Science,Swiss,
58228,Mister,2017-2018,Bachelor,Civil Engineering,Swiss,
58229,Miss,2017-2018,Bachelor,Architecture,Swiss,
58230,Mister,2017-2018,Bachelor,Materials Science and Engineering,Swiss,
58231,Mister,2017-2018,Bachelor,Mathematics,Swiss,
58232,Miss,2017-2018,Bachelor,Life Sciences and Technologies,Swiss,
58233,Mister,2017-2018,Exchange,Mathematics,Danish,
58234,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58235,Mister,2017-2018,Bachelor,Microengineering,Swiss,
58236,Miss,2017-2018,Exchange,Life Sciences and Technologies,Canadian,
58237,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Turkish,
58238,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Dutch,
58239,Miss,2017-2018,Exchange,Mechanical Engineering,German,
58240,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,German,
58241,Mister,2017-2018,Exchange,Computer Science,Australian,
58242,Miss,2017-2018,Exchange,Chemical Engineering and Biotechnology,French,
58243,Miss,2017-2018,Exchange,Chemical Engineering and Biotechnology,French,
58244,Mister,2017-2018,Exchange,Chemical Engineering and Biotechnology,French,
58245,Mister,2017-2018,Exchange,Financial engineering,French,
58246,Miss,2017-2018,Exchange,Physics,French,
58247,Mister,2017-2018,Exchange,Civil Engineering,Canadian,
58248,Miss,2017-2018,Exchange,Computer Science,Chinese,
58249,Mister,2017-2018,Exchange,Computer Science,Dutch,
58250,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,German,
58251,Miss,2017-2018,Exchange,Architecture,German,
58252,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Turkish,
58253,Miss,2017-2018,Exchange,Life Sciences and Technologies,Canadian,
58254,Mister,2017-2018,Exchange,Mathematics,Chinese,
58255,Mister,2017-2018,Exchange,Mathematics,Danish,
58256,Mister,2017-2018,Exchange,Mechanical Engineering,French,
58257,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58258,Mister,2017-2018,Exchange,Computer Science,French,
58259,Mister,2017-2018,Exchange,Microengineering,French,
58260,Miss,2017-2018,Exchange,Mechanical Engineering,American,
58261,Miss,2017-2018,Exchange,Mathematics,Chinese,
58262,Mister,2017-2018,Exchange,Computer Science,Spanish,
58263,Mister,2017-2018,Exchange,Communication Systems,Turkish,
58264,Mister,2017-2018,Exchange,Communication Systems,Chinese,
58265,Mister,2017-2018,Exchange,Mechanical Engineering,Canadian,
58266,Mister,2017-2018,Exchange,Mechanical Engineering,American,
58267,Mister,2017-2018,Exchange,Civil Engineering,Canadian,
58268,Mister,2017-2018,Exchange,Physics,Canadian,
58269,Miss,2017-2018,Exchange,Mechanical Engineering,American,
58270,Miss,2017-2018,Exchange,Mechanical Engineering,American,
58271,Miss,2017-2018,Exchange,Computer Science,Croatian,
58272,Miss,2017-2018,Exchange,Architecture,Italian,
58273,Miss,2017-2018,Exchange,Management,Chinese,
58274,Mister,2017-2018,Exchange,Management,Singapore,
58275,Mister,2017-2018,Exchange,Management,Singapore,
58276,Mister,2017-2018,Exchange,Management,Singapore,
58277,Mister,2017-2018,Exchange,Management,Indian,
58278,Mister,2017-2018,Exchange,Management,Indian,
58279,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Moroccan,
58280,Mister,2017-2018,Exchange,Life Sciences and Technologies,French,
58281,Miss,2017-2018,Exchange,Mechanical Engineering,Australian,
58282,Miss,2017-2018,Exchange,Architecture,Ukrainian,
58283,Miss,2017-2018,Exchange,Computer Science,American,
58284,Mister,2017-2018,Exchange,Mathematics,Spanish,
58285,Mister,2017-2018,Exchange,Life Sciences and Technologies,Italian,
58286,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,Canadian,
58287,Miss,2017-2018,Exchange,Mathematics,Spanish,
58288,Mister,2017-2018,Exchange,Management,Dutch,
58289,Miss,2017-2018,Exchange,Mechanical Engineering,French,
58290,Miss,2017-2018,Exchange,Computer Science,South Korean,
58291,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,South Korean,
58292,Mister,2017-2018,Exchange,Mathematics,Chinese,
58293,Mister,2017-2018,Exchange,Mathematics,Chinese,
58294,Miss,2017-2018,Exchange,Mechanical Engineering,Chinese,
58295,Mister,2017-2018,Exchange,Computer Science,Russian,
58296,Mister,2017-2018,Exchange,Mechanical Engineering,Chinese,
58297,Mister,2017-2018,Exchange,Materials Science and Engineering,Singapore,
58298,Miss,2017-2018,Exchange,Civil Engineering,Singapore,
58299,Miss,2017-2018,Exchange,Mechanical Engineering,Swedish,
58300,Miss,2017-2018,Exchange,Mathematics,Swedish,
58301,Miss,2017-2018,Exchange,Computer Science,Norwegian,
58302,Mister,2017-2018,Exchange,Computer Science,Finnish,
58303,Mister,2017-2018,Exchange,Management,Swedish,
58304,Miss,2017-2018,Exchange,Computer Science,South Korean,
58305,Miss,2017-2018,Exchange,Environmental Sciences and Engineering,Russian,
58306,Mister,2017-2018,Exchange,Computer Science,Kirghiz,
58307,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Chinese,
58308,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Chinese,
58309,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Chinese,
58310,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Chinese,
58311,Mister,2017-2018,Exchange,Computer Science,Chinese,
58312,Miss,2017-2018,Exchange,Materials Science and Engineering,Chinese,
58313,Miss,2017-2018,Exchange,Management,Belgian,
58314,Mister,2017-2018,Exchange,Mechanical Engineering,Norwegian,
58315,Miss,2017-2018,Exchange,Computer Science,Chinese,
58316,Mister,2017-2018,Exchange,Computer Science,Singapore,
58317,Miss,2017-2018,Exchange,Life Sciences and Technologies,Singapore,
58318,Mister,2017-2018,Exchange,Computer Science,Canadian,
58319,Mister,2017-2018,Exchange,Computer Science,Chinese,
58320,Mister,2017-2018,Exchange,Computer Science,Indian,
58321,Mister,2017-2018,Exchange,Computer Science,Malaysian,
58322,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,French,
58323,Mister,2017-2018,Exchange,Computer Science,French,
58324,Mister,2017-2018,Exchange,Communication Systems,French,
58325,Mister,2017-2018,Exchange,Computer Science,French,
58326,Mister,2017-2018,Exchange,Mechanical Engineering,French,
58327,Mister,2017-2018,Exchange,Mechanical Engineering,French,
58328,Miss,2017-2018,Exchange,Mechanical Engineering,French,
58329,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58330,Mister,2017-2018,Exchange,Management,German,
58331,Mister,2017-2018,Exchange,Mechanical Engineering,French,
58332,Miss,2017-2018,Exchange,Architecture,German,
58333,Miss,2017-2018,Exchange,Environmental Sciences and Engineering,German,
58334,Mister,2017-2018,Exchange,Computer Science,Chinese,
58335,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58336,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58337,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58338,Mister,2017-2018,Exchange,Mathematics,French,
58339,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,French,
58340,Mister,2017-2018,Exchange,Financial engineering,Canadian,
58341,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,Japanese,
58342,Miss,2017-2018,Exchange,Mechanical Engineering,Norwegian,
58343,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Russian,
58344,Miss,2017-2018,Exchange,Mechanical Engineering,Swedish,
58345,Mister,2017-2018,Exchange,Mathematics,Swedish,
58346,Miss,2017-2018,Exchange,Mechanical Engineering,Swedish,
58347,Miss,2017-2018,Exchange,Life Sciences and Technologies,Indian,
58348,Mister,2017-2018,Exchange,Mathematics,Austrian,
58349,Miss,2017-2018,Exchange,Mechanical Engineering,South Korean,
58350,Mister,2017-2018,Exchange,Computer Science,American,
58351,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,Canadian,
58352,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,Moroccan,
58353,Mister,2017-2018,Exchange,Life Sciences and Technologies,Singapore,
58354,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Norwegian,
58355,Miss,2017-2018,Exchange,Mechanical Engineering,Polish,
58356,Mister,2017-2018,Exchange,Civil Engineering,Norwegian,
58357,Mister,2017-2018,Exchange,Mathematics,Ukrainian,
58358,Miss,2017-2018,Exchange,Mechanical Engineering,French,
58359,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Swiss,
58360,Mister,2017-2018,Exchange,Mechanical Engineering,tchèque,
58361,Mister,2017-2018,Exchange,Computer Science,Polish,
58362,Mister,2017-2018,Exchange,Computer Science,French,
58363,Mister,2017-2018,Exchange,Communication Systems,American,
58364,Miss,2017-2018,Exchange,Mathematics,Polish,
58365,Mister,2017-2018,Exchange,Electrical and Electronics Engineering,German,
58366,Mister,2017-2018,Exchange,Life Sciences and Technologies,German,
58367,Mister,2017-2018,Exchange,Environmental Sciences and Engineering,German,
58368,Mister,2017-2018,Exchange,Mechanical Engineering,Portuguese,
58369,Miss,2017-2018,Exchange,Mathematics,Chinese,
58370,Mister,2017-2018,Exchange,Materials Science and Engineering,Chinese,
58371,Mister,2017-2018,Exchange,Computer Science,Chinese,
58372,Miss,2017-2018,Exchange,Computer Science,Norwegian,
58373,Mister,2017-2018,Exchange,Computer Science,French,
58374,Miss,2017-2018,Exchange,Electrical and Electronics Engineering,Chinese,
58375,Mister,2017-2018,Exchange,Life Sciences and Technologies,Spanish,
58376,Mister,2017-2018,Exchange,Computer Science,Italian,
58377,Mister,2017-2018,Exchange,Chemical Engineering and Biotechnology,Belgian,
58378,Mister,2012-2013,Bachelor,Mechanical Engineering,Swiss,
58379,Mister,2012-2013,Master,Energy Management and Sustainability,Turkish,
58380,Mister,2012-2013,Bachelor,Microengineering,French,
58381,Mister,2012-2013,Bachelor,Chemistry and Chemical Engineering,French,
58382,Mister,2012-2013,Bachelor,Architecture,Spanish,
58383,Mister,2012-2013,Master,Mathematics,Swiss,
58384,Mister,2012-2013,Master,Microengineering,Swiss,
58385,Mister,2012-2013,Master,Microengineering,French,
58386,Mister,2012-2013,Bachelor,Architecture,Swiss,
58387,Mister,2012-2013,Master,Computer Science,French,
58388,Mister,2012-2013,Master,Computer Science,Swiss,
58389,Miss,2012-2013,Master,Management,Swiss,
58390,Mister,2012-2013,Master,Microengineering,Swiss,
58391,Mister,2012-2013,Master,Civil Engineering,Algerian,
58392,Mister,2012-2013,Passerelle HES,Passerelle HES,Iranian,
58393,Mister,2012-2013,Master,Civil Engineering,Algerian,
58394,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58395,Mister,2012-2013,Master,Communication Systems,Lebanese,
58396,Mister,2012-2013,Master,Architecture,Swiss,
58397,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58398,Mister,2012-2013,Master,Mechanical Engineering,Moroccan,
58399,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58400,Mister,2012-2013,Master,Civil Engineering,Swiss,
58401,Mister,2012-2013,Master,Architecture,French,
58402,Mister,2012-2013,Master,Architecture,Moroccan,
58403,Miss,2012-2013,Master,Architecture,Swiss,
58404,Miss,2012-2013,Master,Chemical Engineering and Biotechnology,Peruvian,
58405,Miss,2012-2013,Master,Mathematics,Moroccan,
58406,Miss,2012-2013,Master,Applied Mathematics,Iranian,
58407,Miss,2012-2013,Master,Architecture,Swiss,
58408,Mister,2012-2013,Bachelor,Mathematics,Swiss,
58409,Mister,2012-2013,Master,Civil Engineering,French,
58410,Mister,2012-2013,Master,Microengineering,Cameroonian,
58411,Mister,2012-2013,Master,Computer Science,Bolivian,
58412,Mister,2012-2013,Master,Computer Science,Swiss,
58413,Mister,2012-2013,Master,Architecture,Swiss,
58414,Mister,2012-2013,Master,Bioengineering,Swiss,
58415,Miss,2012-2013,Master,Architecture,Swiss,
58416,Mister,2012-2013,Master,Architecture,Swiss,
58417,Mister,2012-2013,Bachelor,Civil Engineering,Swiss,
58418,Mister,2012-2013,Master,Mechanical Engineering,Swiss,
58419,Mister,2012-2013,Master,Computer Science,Swiss,
58420,Mister,2012-2013,Master,Computer Science,Swiss,
58421,Miss,2012-2013,Master,Architecture,Swiss,
58422,Mister,2012-2013,Master,Computational science and Engineering,Swiss,
58423,Mister,2012-2013,Master,Architecture,French,
58424,Mister,2012-2013,Master,Civil Engineering,Swiss,
58425,Mister,2012-2013,Master,Architecture,Swiss,
58426,Mister,2012-2013,Master,Mechanical Engineering,Italian,
58427,Mister,2012-2013,Master,Life Sciences and Technologies,Swiss,
58428,Mister,2012-2013,Master,Environmental Sciences and Engineering,Swiss,
58429,Mister,2012-2013,Master,Architecture,Swiss,
58430,Mister,2012-2013,Master,Architecture,Costa Rican,
58431,Mister,2012-2013,Master,Architecture,Swiss,
58432,Mister,2012-2013,Master,Civil Engineering,Moroccan,
58433,Miss,2012-2013,Master,Applied Mathematics,Tunisian,
58434,Miss,2012-2013,Master,Microengineering,Turkish,
58435,Mister,2012-2013,Master,Bioengineering,Moroccan,
58436,Mister,2012-2013,Master,Civil Engineering,French,
58437,Mister,2012-2013,Master,Microengineering,French,
58438,Mister,2012-2013,Master,Mechanical Engineering,Lebanese,
58439,Mister,2012-2013,Master,Management,Swiss,
58440,Mister,2012-2013,Bachelor,Civil Engineering,Togolese,
58441,Miss,2012-2013,Master,Architecture,Swiss,
58442,Mister,2012-2013,Master,Communication Systems,Chinese,
58443,Mister,2012-2013,Master,Financial engineering,Iranian,
58444,Mister,2012-2013,Master,Architecture,Swiss,
58445,Mister,2012-2013,Master,Bioengineering,Swiss,
58446,Mister,2012-2013,Master,Architecture,Swiss,
58447,Mister,2012-2013,Master,Life Sciences and Technologies,French,
58448,Mister,2012-2013,Bachelor,Communication Systems,Swiss,
